src_subject_id,STATE,COUNTY,CensusTractFIPS,LOCATION,AREA_SQMI,BlkGrpID,_merge_key,CensusTractFIPS_x,CensusTractFIPS_short,CensusTractFIPS_y,site,site_state,site_state_name
NDAR_INV2LHR28JU,COLORADO,Denver,8031006811.0,"Census Tract 68.11, Denver County, Colorado",0.838363736,80310068112.0,8031006811.0-11.0-2.7888,,,,,,
NDAR_INVJKT4Z5GW,COLORADO,Denver,8031006811.0,"Census Tract 68.11, Denver County, Colorado",0.838363736,80310068112.0,8031006811.0-11.0-2.7888,,,,,,
NDAR_INVLH8BCL8E,COLORADO,Denver,8031006811.0,"Census Tract 68.11, Denver County, Colorado",0.838363736,80310068112.0,8031006811.0-11.0-2.7888,,,,,,
NDAR_INV81L2CWB2,COLORADO,Denver,8031006813.0,"Census Tract 68.13, Denver County, Colorado",0.422957753,80310068132.0,8031006813.0-13.833-16.2285,,,,,,
NDAR_INVZUJYFZPW,COLORADO,Denver,8031006813.0,"Census Tract 68.13, Denver County, Colorado",0.422957753,80310068132.0,8031006813.0-13.833-16.2285,,,,,,
NDAR_INV8CGB04GK,COLORADO,Denver,8031012010.0,"Census Tract 120.10, Denver County, Colorado",1.158861601,80310120101.0,8031012010.0-11.167-3.3536,,,,,,
NDAR_INVJYAGWBLV,COLORADO,Denver,8031015600.0,"Census Tract 156, Denver County, Colorado",1.440759304,80310156002.0,8031015600.0-15.5-1.3173,,,,,,
NDAR_INVN2CM6UDZ,COLORADO,Denver,8031015600.0,"Census Tract 156, Denver County, Colorado",1.440759304,80310156002.0,8031015600.0-15.5-1.3173,,,,,,
NDAR_INVBN6JZ5DM,COLORADO,Denver,8031015700.0,"Census Tract 157, Denver County, Colorado",0.810150105,80310157004.0,8031015700.0-13.833-5.5725,,,,,,
NDAR_INVVV5V2KXY,COLORADO,Denver,8031015700.0,"Census Tract 157, Denver County, Colorado",0.810150105,80310157004.0,8031015700.0-13.833-5.5725,,,,,,
NDAR_INV6KUUNE55,COLORADO,Douglas,8035013901.0,"Census Tract 139.01, Douglas County, Colorado",17.74871473,80350139013.0,8035013901.0-5.5-0.1756,,,,,,
NDAR_INVPWRY2NMT,COLORADO,Douglas,8035013901.0,"Census Tract 139.01, Douglas County, Colorado",17.74871473,80350139013.0,8035013901.0-5.5-0.1756,,,,,,
NDAR_INV02UVMTY7,COLORADO,Douglas,8035013909.0,"Census Tract 139.09, Douglas County, Colorado",24.45264584,80350139091.0,8035013909.0-6.167-0.122,,,,,,
NDAR_INV0VY70352,COLORADO,Douglas,8035013909.0,"Census Tract 139.09, Douglas County, Colorado",24.45264584,80350139091.0,8035013909.0-6.167-0.122,,,,,,
NDAR_INV6BB3VGEP,COLORADO,Douglas,8035013911.0,"Census Tract 139.11, Douglas County, Colorado",13.92129178,80350139112.0,8035013911.0-7.5-1.4851,,,,,,
NDAR_INVTD7KHM6F,COLORADO,Douglas,8035013911.0,"Census Tract 139.11, Douglas County, Colorado",13.92129178,80350139112.0,8035013911.0-7.5-1.4851,,,,,,
NDAR_INVAXXG3HHV,COLORADO,Douglas,8035014008.0,"Census Tract 140.08, Douglas County, Colorado",2.230271099,80350140084.0,8035014008.0-10.167-0.8283,,,,,,
NDAR_INVT6RG755A,COLORADO,Douglas,8035014008.0,"Census Tract 140.08, Douglas County, Colorado",2.230271099,80350140084.0,8035014008.0-10.167-0.8283,,,,,,
NDAR_INV1K3LDK3L,COLORADO,Douglas,8035014013.0,"Census Tract 140.13, Douglas County, Colorado",15.97161425,80350140131.0,8035014013.0-7.5-0.1081,,,,,,
NDAR_INVCB2NZA8D,COLORADO,Douglas,8035014013.0,"Census Tract 140.13, Douglas County, Colorado",15.97161425,80350140131.0,8035014013.0-7.5-0.1081,,,,,,
NDAR_INVLWRKNUN1,COLORADO,Douglas,8035014013.0,"Census Tract 140.13, Douglas County, Colorado",15.97161425,80350140131.0,8035014013.0-7.5-0.1081,,,,,,
NDAR_INVAWYGG9MN,COLORADO,Douglas,8035014110.0,"Census Tract 141.10, Douglas County, Colorado",1.036992752,80350141103.0,8035014110.0-7.5-2.6842,,,,,,
NDAR_INVXK6GKFTM,COLORADO,Douglas,8035014110.0,"Census Tract 141.10, Douglas County, Colorado",1.036992752,80350141103.0,8035014110.0-7.5-2.6842,,,,,,
NDAR_INVCJN8VTTY,COLORADO,Douglas,8035014114.0,"Census Tract 141.14, Douglas County, Colorado",1.205252142,80350141142.0,8035014114.0-13.333-2.8576,,,,,,
NDAR_INVCT178KT0,COLORADO,Douglas,8035014114.0,"Census Tract 141.14, Douglas County, Colorado",1.205252142,80350141142.0,8035014114.0-13.333-2.8576,,,,,,
NDAR_INVDPM9DWBB,COLORADO,Douglas,8035014116.0,"Census Tract 141.16, Douglas County, Colorado",1.5357014,80350141161.0,8035014116.0-10.333-1.8571,,,,,,
NDAR_INVVLKTCLJ7,COLORADO,Douglas,8035014116.0,"Census Tract 141.16, Douglas County, Colorado",1.5357014,80350141161.0,8035014116.0-10.333-1.8571,,,,,,
NDAR_INVAV9564YP,COLORADO,Douglas,8035014122.0,"Census Tract 141.22, Douglas County, Colorado",5.309138408,80350141222.0,8035014122.0-7.333-0.4884,,,,,,
NDAR_INVCYF28BRB,COLORADO,Douglas,8035014122.0,"Census Tract 141.22, Douglas County, Colorado",5.309138408,80350141221.0,8035014122.0-10.167-2.8309,,,,,,
NDAR_INVFUMACGW8,COLORADO,Douglas,8035014122.0,"Census Tract 141.22, Douglas County, Colorado",5.309138408,80350141222.0,8035014122.0-7.333-0.4884,,,,,,
NDAR_INVGWJZ3U48,COLORADO,Douglas,8035014124.0,"Census Tract 141.24, Douglas County, Colorado",1.01368416,80350141243.0,8035014124.0-13.0-3.4491,,,,,,
NDAR_INVJNGRXG20,COLORADO,Douglas,8035014124.0,"Census Tract 141.24, Douglas County, Colorado",1.01368416,80350141243.0,8035014124.0-13.0-3.4491,,,,,,
NDAR_INVN6MYRELB,COLORADO,Douglas,8035014128.0,"Census Tract 141.28, Douglas County, Colorado",0.799689057,80350141282.0,8035014128.0-13.167-6.631,,,,,,
NDAR_INVXEBWBPYN,COLORADO,Douglas,8035014128.0,"Census Tract 141.28, Douglas County, Colorado",0.799689057,80350141282.0,8035014128.0-13.167-6.631,,,,,,
NDAR_INV6N1XNYN7,COLORADO,Douglas,8035014130.0,"Census Tract 141.30, Douglas County, Colorado",1.364819218,80350141301.0,8035014130.0-12.667-3.171,,,,,,
NDAR_INVKVVDP6EG,COLORADO,Douglas,8035014130.0,"Census Tract 141.30, Douglas County, Colorado",1.364819218,80350141301.0,8035014130.0-12.667-3.171,,,,,,
NDAR_INV6ARV4JZP,COLORADO,Douglas,8035014132.0,"Census Tract 141.32, Douglas County, Colorado",1.276327729,80350141322.0,8035014132.0-11.167-1.7166,,,,,,
NDAR_INV43VJ1LGA,COLORADO,Douglas,8035014137.0,"Census Tract 141.37, Douglas County, Colorado",4.443029769,80350141373.0,8035014137.0-5.333-0.8772,,,,,,
NDAR_INVD0KNT1VK,COLORADO,Douglas,8035014137.0,"Census Tract 141.37, Douglas County, Colorado",4.443029769,80350141372.0,8035014137.0-7.0-0.7067,,,,,,
NDAR_INVH8FRH0UK,COLORADO,Douglas,8035014137.0,"Census Tract 141.37, Douglas County, Colorado",4.443029769,80350141372.0,8035014137.0-7.0-0.7067,,,,,,
NDAR_INVKEP4C8W8,COLORADO,Douglas,8035014137.0,"Census Tract 141.37, Douglas County, Colorado",4.443029769,80350141373.0,8035014137.0-5.333-0.8772,,,,,,
NDAR_INVRW9W1L6Z,COLORADO,Douglas,8035014140.0,"Census Tract 141.40, Douglas County, Colorado",1.513182387,80350141402.0,8035014140.0-7.833-2.3321,,,,,,
NDAR_INVWLAN2765,COLORADO,Douglas,8035014140.0,"Census Tract 141.40, Douglas County, Colorado",1.513182387,80350141402.0,8035014140.0-7.833-2.3321,,,,,,
NDAR_INV21GBW2CT,COLORADO,Douglas,8035014406.0,"Census Tract 144.06, Douglas County, Colorado",14.42607343,80350144064.0,8035014406.0-4.167-0.9132,,,,,,
NDAR_INVN5UEMDUZ,COLORADO,Douglas,8035014406.0,"Census Tract 144.06, Douglas County, Colorado",14.42607343,80350144064.0,8035014406.0-4.167-0.9132,,,,,,
NDAR_INVV5BGK5FU,COLORADO,Douglas,8035014406.0,"Census Tract 144.06, Douglas County, Colorado",14.42607343,80350144064.0,8035014406.0-4.167-0.9132,,,,,,
NDAR_INVZJ7AEU7T,COLORADO,Douglas,8035014406.0,"Census Tract 144.06, Douglas County, Colorado",14.42607343,80350144064.0,8035014406.0-4.167-0.9132,,,,,,
NDAR_INVU5Z0C61N,COLORADO,Douglas,8035014603.0,"Census Tract 146.03, Douglas County, Colorado",2.5382859,80350146032.0,8035014603.0-6.333-1.7928,,,,,,
NDAR_INV3JZ6Y396,COLORADO,Douglas,8035014604.0,"Census Tract 146.04, Douglas County, Colorado",25.16971679,80350146042.0,8035014604.0-2.667-0.2252,,,,,,
NDAR_INVTELF8WZW,COLORADO,Douglas,8035014604.0,"Census Tract 146.04, Douglas County, Colorado",25.16971679,80350146042.0,8035014604.0-2.667-0.2252,,,,,,
NDAR_INV3GFD7GXB,COLORADO,El Paso,8041000301.0,"Census Tract 3.01, El Paso County, Colorado",0.711678264,80410003011.0,8041000301.0-13.667-2.6046,,,,,,
NDAR_INVCLA2CZ2U,COLORADO,El Paso,8041000301.0,"Census Tract 3.01, El Paso County, Colorado",0.711678264,80410003011.0,8041000301.0-13.667-2.6046,,,,,,
NDAR_INV81J6U6L2,COLORADO,El Paso,8041001000.0,"Census Tract 10, El Paso County, Colorado",0.761394302,80410010002.0,8041001000.0-16.167-3.6239,,,,,,
NDAR_INVWY8VJ509,COLORADO,El Paso,8041001000.0,"Census Tract 10, El Paso County, Colorado",0.761394302,80410010002.0,8041001000.0-16.167-3.6239,,,,,,
NDAR_INV89JWX730,COLORADO,El Paso,8041001400.0,"Census Tract 14, El Paso County, Colorado",0.76163523,80410014003.0,8041001400.0-17.833-3.8228,,,,,,
NDAR_INVT0056CXX,COLORADO,El Paso,8041001400.0,"Census Tract 14, El Paso County, Colorado",0.76163523,80410014003.0,8041001400.0-17.833-3.8228,,,,,,
NDAR_INVM42YXRFM,COLORADO,El Paso,8041002000.0,"Census Tract 20, El Paso County, Colorado",1.331595527,80410020004.0,8041002000.0-16.167-5.8963,,,,,,
NDAR_INVM22URD3V,COLORADO,El Paso,8041002000.0,"Census Tract 20, El Paso County, Colorado",1.331595527,80410020004.0,8041002000.0-16.167-5.8963,,,,,,
NDAR_INV1V08GVK8,COLORADO,El Paso,8041002101.0,"Census Tract 21.01, El Paso County, Colorado",1.054870433,80410021012.0,8041002101.0-15.5-2.7566,,,,,,
NDAR_INVRJPAKY38,COLORADO,El Paso,8041002101.0,"Census Tract 21.01, El Paso County, Colorado",1.054870433,80410021012.0,8041002101.0-15.5-2.7566,,,,,,
NDAR_INV33NHTKYF,COLORADO,El Paso,8041002400.0,"Census Tract 24, El Paso County, Colorado",1.602438358,80410024001.0,8041002400.0-16.0-1.8858,,,,,,
NDAR_INVK9N3BY03,COLORADO,El Paso,8041002400.0,"Census Tract 24, El Paso County, Colorado",1.602438358,80410024001.0,8041002400.0-16.0-1.8858,,,,,,
NDAR_INV7LCUDWGP,COLORADO,El Paso,8041003100.0,"Census Tract 31, El Paso County, Colorado",4.348453312,80410031001.0,8041003100.0-10.167-1.6519,,,,,,
NDAR_INVVJ7A5WBE,COLORADO,El Paso,8041003100.0,"Census Tract 31, El Paso County, Colorado",4.348453312,80410031001.0,8041003100.0-10.167-1.6519,,,,,,
NDAR_INV3MTP07E9,COLORADO,El Paso,8041003902.0,"Census Tract 39.02, El Paso County, Colorado",40.68033607,80410039022.0,8041003902.0-5.833-0.1647,,,,,,
NDAR_INV9JFKBC3X,COLORADO,El Paso,8041003902.0,"Census Tract 39.02, El Paso County, Colorado",40.68033607,80410039022.0,8041003902.0-5.833-0.1647,,,,,,
NDAR_INVTRNDDNH4,COLORADO,El Paso,8041003902.0,"Census Tract 39.02, El Paso County, Colorado",40.68033607,80410039022.0,8041003902.0-5.833-0.1647,,,,,,
NDAR_INVZ6Z9DP4H,COLORADO,El Paso,8041004401.0,"Census Tract 44.01, El Paso County, Colorado",2.957274524,80410044011.0,8041004401.0-7.0-1.1335,,,,,,
NDAR_INV8P2DZ5TR,COLORADO,El Paso,8041004510.0,"Census Tract 45.10, El Paso County, Colorado",5.456060258,80410045101.0,8041004510.0-4.167-0.3209,,,,,,
NDAR_INVW0F348LV,COLORADO,El Paso,8041004510.0,"Census Tract 45.10, El Paso County, Colorado",5.456060258,80410045101.0,8041004510.0-4.167-0.3209,,,,,,
NDAR_INV7ZN09VAT,COLORADO,El Paso,8041004703.0,"Census Tract 47.03, El Paso County, Colorado",0.894372464,80410047035.0,8041004703.0-7.167-5.455,,,,,,
NDAR_INVU6F8X730,COLORADO,El Paso,8041004703.0,"Census Tract 47.03, El Paso County, Colorado",0.894372464,80410047035.0,8041004703.0-7.167-5.455,,,,,,
NDAR_INV14ZFCHTA,COLORADO,El Paso,8041004705.0,"Census Tract 47.05, El Paso County, Colorado",1.167982874,80410047051.0,8041004705.0-8.667-3.4627,,,,,,
NDAR_INVDR3M36J1,COLORADO,El Paso,8041004705.0,"Census Tract 47.05, El Paso County, Colorado",1.167982874,80410047052.0,8041004705.0-7.333-5.7595,,,,,,
NDAR_INVJPA3LE7X,COLORADO,El Paso,8041004705.0,"Census Tract 47.05, El Paso County, Colorado",1.167982874,80410047052.0,8041004705.0-7.333-5.7595,,,,,,
NDAR_INVMBF2NK39,COLORADO,El Paso,8041004705.0,"Census Tract 47.05, El Paso County, Colorado",1.167982874,80410047051.0,8041004705.0-8.667-3.4627,,,,,,
NDAR_INV2AD1P5NV,COLORADO,El Paso,8041005106.0,"Census Tract 51.06, El Paso County, Colorado",2.363885171,80410051063.0,8041005106.0-10.5-3.6293,,,,,,
NDAR_INVG5V1RRFA,COLORADO,El Paso,8041005106.0,"Census Tract 51.06, El Paso County, Colorado",2.363885171,80410051063.0,8041005106.0-10.5-3.6293,,,,,,
NDAR_INV4NV8ABYR,COLORADO,El Paso,8041006502.0,"Census Tract 65.02, El Paso County, Colorado",1.011902299,80410065022.0,8041006502.0-10.833-3.3846,,,,,,
NDAR_INVTTB355AR,COLORADO,El Paso,8041006502.0,"Census Tract 65.02, El Paso County, Colorado",1.011902299,80410065022.0,8041006502.0-10.833-3.3846,,,,,,
NDAR_INVE85HG9YD,COLORADO,El Paso,8041007102.0,"Census Tract 71.02, El Paso County, Colorado",2.764340899,80410071021.0,8041007102.0-7.833-2.4974,,,,,,
NDAR_INVG3C96BLD,COLORADO,El Paso,8041007102.0,"Census Tract 71.02, El Paso County, Colorado",2.764340899,80410071021.0,8041007102.0-7.833-2.4974,,,,,,
NDAR_INV0U23M45G,COLORADO,El Paso,8041007300.0,"Census Tract 73, El Paso County, Colorado",14.8958862,80410073001.0,8041007300.0-7.667-0.4273,,,,,,
NDAR_INVCA6UX1YE,COLORADO,El Paso,8041007300.0,"Census Tract 73, El Paso County, Colorado",14.8958862,80410073001.0,8041007300.0-7.667-0.4273,,,,,,
NDAR_INV3W15L2YE,COLORADO,Jefferson,8059009815.0,"Census Tract 98.15, Jefferson County, Colorado",2.111744348,80590098151.0,8059009815.0-13.167-2.2503,,,,,,
NDAR_INVK4DC45ZG,COLORADO,Jefferson,8059009815.0,"Census Tract 98.15, Jefferson County, Colorado",2.111744348,80590098151.0,8059009815.0-13.167-2.2503,,,,,,
NDAR_INV3JYXAP1H,COLORADO,Jefferson,8059009827.0,"Census Tract 98.27, Jefferson County, Colorado",1.69452021,80590098271.0,8059009827.0-15.5-2.4019,,,,,,
NDAR_INVGMVWPXD7,COLORADO,Jefferson,8059009827.0,"Census Tract 98.27, Jefferson County, Colorado",1.69452021,80590098271.0,8059009827.0-15.5-2.4019,,,,,,
NDAR_INV5Z57C4GY,COLORADO,Jefferson,8059009834.0,"Census Tract 98.34, Jefferson County, Colorado",0.711309923,80590098342.0,8059009834.0-9.5-4.4001,,,,,,
NDAR_INVNDULXB1V,COLORADO,Jefferson,8059009835.0,"Census Tract 98.35, Jefferson County, Colorado",0.716656664,80590098351.0,8059009835.0-11.667-3.4557,,,,,,
NDAR_INV26K18JMC,COLORADO,Jefferson,8059009836.0,"Census Tract 98.36, Jefferson County, Colorado",2.384598385,80590098361.0,8059009836.0-6.333-1.1312,,,,,,
NDAR_INV16C687G5,COLORADO,Jefferson,8059009837.0,"Census Tract 98.37, Jefferson County, Colorado",8.454907928,80590098372.0,8059009837.0-6.333-0.1229,,,,,,
NDAR_INVGBUMHM8K,COLORADO,Jefferson,8059009837.0,"Census Tract 98.37, Jefferson County, Colorado",8.454907928,80590098372.0,8059009837.0-6.333-0.1229,,,,,,
NDAR_INVZFG1AXUD,COLORADO,Jefferson,8059009839.0,"Census Tract 98.39, Jefferson County, Colorado",0.704480937,80590098391.0,8059009839.0-14.0-1.0786,,,,,,
NDAR_INVJ74CGJ37,COLORADO,Jefferson,8059009840.0,"Census Tract 98.40, Jefferson County, Colorado",0.739286488,80590098401.0,8059009840.0-17.167-6.3095,,,,,,
NDAR_INVVEMXZMTT,COLORADO,Jefferson,8059009840.0,"Census Tract 98.40, Jefferson County, Colorado",0.739286488,80590098401.0,8059009840.0-17.167-6.3095,,,,,,
NDAR_INVR6V7FU8U,COLORADO,Jefferson,8059009843.0,"Census Tract 98.43, Jefferson County, Colorado",7.194942044,80590098433.0,8059009843.0-5.5-0.9183,,,,,,
NDAR_INVAWBG0K00,COLORADO,Jefferson,8059010210.0,"Census Tract 102.10, Jefferson County, Colorado",1.080755097,80590102102.0,8059010210.0-11.667-1.7253,,,,,,
NDAR_INV1MFM0HL1,COLORADO,Jefferson,8059010307.0,"Census Tract 103.07, Jefferson County, Colorado",0.57499584,80590103071.0,8059010307.0-14.333-7.2551,,,,,,
NDAR_INVDBJ78DCD,COLORADO,Jefferson,8059010307.0,"Census Tract 103.07, Jefferson County, Colorado",0.57499584,80590103071.0,8059010307.0-14.333-7.2551,,,,,,
NDAR_INVLP8Z7WGG,COLORADO,Jefferson,8059010307.0,"Census Tract 103.07, Jefferson County, Colorado",0.57499584,80590103071.0,8059010307.0-14.333-7.2551,,,,,,
NDAR_INV62EXXY99,COLORADO,Jefferson,8059010308.0,"Census Tract 103.08, Jefferson County, Colorado",1.887994764,80590103082.0,8059010308.0-17.167-2.6551,,,,,,
NDAR_INV5XJMU584,COLORADO,Jefferson,8059010308.0,"Census Tract 103.08, Jefferson County, Colorado",1.887994764,80590103083.0,8059010308.0-14.667-1.9933,,,,,,
NDAR_INV9WY3R321,COLORADO,Jefferson,8059010308.0,"Census Tract 103.08, Jefferson County, Colorado",1.887994764,80590103083.0,8059010308.0-14.667-1.9933,,,,,,
NDAR_INVFG7PAZD7,COLORADO,Jefferson,8059010308.0,"Census Tract 103.08, Jefferson County, Colorado",1.887994764,80590103082.0,8059010308.0-17.167-2.6551,,,,,,
NDAR_INVHLBDK2HU,COLORADO,Jefferson,8059010308.0,"Census Tract 103.08, Jefferson County, Colorado",1.887994764,80590103083.0,8059010308.0-14.667-1.9933,,,,,,
NDAR_INV6A7ACK4N,COLORADO,Jefferson,8059010503.0,"Census Tract 105.03, Jefferson County, Colorado",1.530692885,80590105032.0,8059010503.0-13.333-2.9772,,,,,,
NDAR_INVDG5TKGEX,COLORADO,Jefferson,8059010503.0,"Census Tract 105.03, Jefferson County, Colorado",1.530692885,80590105032.0,8059010503.0-13.333-2.9772,,,,,,
NDAR_INVEPDHTY87,COLORADO,Jefferson,8059011701.0,"Census Tract 117.01, Jefferson County, Colorado",1.489703524,80590117011.0,8059011701.0-15.167-2.0203,,,,,,
NDAR_INVTBHHD1UX,COLORADO,Jefferson,8059011701.0,"Census Tract 117.01, Jefferson County, Colorado",1.489703524,80590117011.0,8059011701.0-15.167-2.0203,,,,,,
NDAR_INVW2RNZLMD,COLORADO,Jefferson,8059011710.0,"Census Tract 117.10, Jefferson County, Colorado",0.746514703,80590117103.0,8059011710.0-9.5-10.1799,,,,,,
NDAR_INVWL1XK1BE,COLORADO,Jefferson,8059011710.0,"Census Tract 117.10, Jefferson County, Colorado",0.746514703,80590117103.0,8059011710.0-9.5-10.1799,,,,,,
NDAR_INVM505MCHH,COLORADO,Jefferson,8059011720.0,"Census Tract 117.20, Jefferson County, Colorado",5.972980952,80590117203.0,8059011720.0-7.667-0.8632,,,,,,
NDAR_INVZLG67H4Z,COLORADO,Jefferson,8059011720.0,"Census Tract 117.20, Jefferson County, Colorado",5.972980952,80590117203.0,8059011720.0-7.667-0.8632,,,,,,
NDAR_INVUB6FN6XG,COLORADO,Jefferson,8059011724.0,"Census Tract 117.24, Jefferson County, Colorado",3.579723843,80590117241.0,8059011724.0-11.667-0.541,,,,,,
NDAR_INVR674GFP1,COLORADO,Jefferson,8059011730.0,"Census Tract 117.30, Jefferson County, Colorado",0.741921248,80590117303.0,8059011730.0-8.667-3.8007,,,,,,
NDAR_INVRUTNUAYE,COLORADO,Jefferson,8059011730.0,"Census Tract 117.30, Jefferson County, Colorado",0.741921248,80590117303.0,8059011730.0-8.667-3.8007,,,,,,
NDAR_INV6YFG0ZXV,COLORADO,Jefferson,8059011804.0,"Census Tract 118.04, Jefferson County, Colorado",0.738352507,80590118042.0,8059011804.0-15.667-3.3411,,,,,,
NDAR_INVWNTYPRLM,COLORADO,Jefferson,8059012022.0,"Census Tract 120.22, Jefferson County, Colorado",1.876123286,80590120223.0,8059012022.0-13.833-1.1048,,,,,,
NDAR_INV67LUTZ66,COLORADO,Jefferson,8059012031.0,"Census Tract 120.31, Jefferson County, Colorado",18.54287519,80590120312.0,8059012031.0-6.0-0.2069,,,,,,
NDAR_INVP4HD6R8B,COLORADO,Jefferson,8059012031.0,"Census Tract 120.31, Jefferson County, Colorado",18.54287519,80590120312.0,8059012031.0-6.0-0.2069,,,,,,
NDAR_INVTXK16WY8,COLORADO,Jefferson,8059012034.0,"Census Tract 120.34, Jefferson County, Colorado",8.68894713,80590120341.0,8059012034.0-6.5-0.4153,,,,,,
NDAR_INVZ2E8YJN2,COLORADO,Jefferson,8059012034.0,"Census Tract 120.34, Jefferson County, Colorado",8.68894713,80590120341.0,8059012034.0-6.5-0.4153,,,,,,
NDAR_INV5NZ2TBC7,COLORADO,Jefferson,8059012035.0,"Census Tract 120.35, Jefferson County, Colorado",11.58832411,80590120352.0,8059012035.0-11.833-0.9218,,,,,,
NDAR_INVKJWLWK8U,COLORADO,Jefferson,8059012035.0,"Census Tract 120.35, Jefferson County, Colorado",11.58832411,80590120352.0,8059012035.0-11.833-0.9218,,,,,,
NDAR_INVHUCV7GK7,COLORADO,Jefferson,8059012039.0,"Census Tract 120.39, Jefferson County, Colorado",0.89184118,80590120392.0,8059012039.0-12.0-5.2149,,,,,,
NDAR_INVCU0FZ4FB,COLORADO,Jefferson,8059012060.0,"Census Tract 120.60, Jefferson County, Colorado",0.470386908,80590120601.0,8059012060.0-11.5-5.0562,,,,,,
NDAR_INVL06P62BN,COLORADO,Jefferson,8059012060.0,"Census Tract 120.60, Jefferson County, Colorado",0.470386908,80590120601.0,8059012060.0-11.5-5.0562,,,,,,
NDAR_INV85LJWRMC,COLORADO,Jefferson,8059060300.0,"Census Tract 603, Jefferson County, Colorado",0.712798346,80590603001.0,8059060300.0-13.667-4.1858,,,,,,
NDAR_INVTG681ULE,COLORADO,Jefferson,8059060300.0,"Census Tract 603, Jefferson County, Colorado",0.712798346,80590603001.0,8059060300.0-13.667-4.1858,,,,,,
NDAR_INV6U7JK69M,COLORADO,Jefferson,8059060500.0,"Census Tract 605, Jefferson County, Colorado",22.86100096,80590605002.0,8059060500.0-13.833-3.0776,,,,,,
NDAR_INVVAYBMVXD,COLORADO,Jefferson,8059060500.0,"Census Tract 605, Jefferson County, Colorado",22.86100096,80590605002.0,8059060500.0-13.833-3.0776,,,,,,
NDAR_INV07BR8GMY,COLORADO,La Plata,8067970600.0,"Census Tract 9706, La Plata County, Colorado",281.2127527,80679706003.0,8067970600.0-8.0-0.5667,,,,,,
NDAR_INV086U18RD,COLORADO,La Plata,8067970600.0,"Census Tract 9706, La Plata County, Colorado",281.2127527,80679706003.0,8067970600.0-8.0-0.5667,,,,,,
NDAR_INVB255ERX4,COLORADO,La Plata,8067970600.0,"Census Tract 9706, La Plata County, Colorado",281.2127527,80679706003.0,8067970600.0-8.0-0.5667,,,,,,
NDAR_INVX22VK0BH,COLORADO,La Plata,8067970600.0,"Census Tract 9706, La Plata County, Colorado",281.2127527,80679706003.0,8067970600.0-8.0-0.5667,,,,,,
NDAR_INVKGN17CBU,COLORADO,La Plata,8067971000.0,"Census Tract 9710, La Plata County, Colorado",1.92612697,80679710002.0,8067971000.0-10.667-2.2024,,,,,,
NDAR_INVM95G4AL8,COLORADO,La Plata,8067971000.0,"Census Tract 9710, La Plata County, Colorado",1.92612697,80679710002.0,8067971000.0-10.667-2.2024,,,,,,
NDAR_INV01RGTWD2,COLORADO,Larimer,8069000505.0,"Census Tract 5.05, Larimer County, Colorado",0.49095379,80690005052.0,8069000505.0-6.0-3.3502,,,,,,
NDAR_INV0HVEVD01,COLORADO,Larimer,8069000505.0,"Census Tract 5.05, Larimer County, Colorado",0.49095379,80690005052.0,8069000505.0-6.0-3.3502,,,,,,
NDAR_INVXWW4FAU3,COLORADO,Larimer,8069000901.0,"Census Tract 9.01, Larimer County, Colorado",1.136377337,80690009011.0,8069000901.0-10.333-3.6085,,,,,,
NDAR_INVZ0MXU52L,COLORADO,Larimer,8069000901.0,"Census Tract 9.01, Larimer County, Colorado",1.136377337,80690009011.0,8069000901.0-10.333-3.6085,,,,,,
NDAR_INV4X6RKLNJ,COLORADO,Larimer,8069001306.0,"Census Tract 13.06, Larimer County, Colorado",3.598406547,80690013061.0,8069001306.0-7.5-0.3027,,,,,,
NDAR_INVE6JRKTBJ,COLORADO,Larimer,8069001306.0,"Census Tract 13.06, Larimer County, Colorado",3.598406547,80690013061.0,8069001306.0-7.5-0.3027,,,,,,
NDAR_INV4NPWH7C3,COLORADO,Larimer,8069001605.0,"Census Tract 16.05, Larimer County, Colorado",5.927674971,80690016051.0,8069001605.0-7.333-0.3368,,,,,,
NDAR_INVRJK1689A,COLORADO,Larimer,8069001605.0,"Census Tract 16.05, Larimer County, Colorado",5.927674971,80690016051.0,8069001605.0-7.333-0.3368,,,,,,
NDAR_INV3LT00AFX,COLORADO,Larimer,8069001706.0,"Census Tract 17.06, Larimer County, Colorado",1.846301154,80690017061.0,8069001706.0-9.5-2.1296,,,,,,
NDAR_INVJVZE8PZH,COLORADO,Larimer,8069001706.0,"Census Tract 17.06, Larimer County, Colorado",1.846301154,80690017061.0,8069001706.0-9.5-2.1296,,,,,,
NDAR_INVHUF10CJX,COLORADO,Larimer,8069001809.0,"Census Tract 18.09, Larimer County, Colorado",35.38131392,80690018093.0,8069001809.0-4.667-0.2714,,,,,,
NDAR_INVR668RXK7,COLORADO,Larimer,8069001809.0,"Census Tract 18.09, Larimer County, Colorado",35.38131392,80690018093.0,8069001809.0-4.667-0.2714,,,,,,
NDAR_INVM2KHVT0W,COLORADO,Larimer,8069001902.0,"Census Tract 19.02, Larimer County, Colorado",1.191684132,80690019022.0,8069001902.0-10.333-2.4689,,,,,,
NDAR_INVPVV52NXT,COLORADO,Larimer,8069001902.0,"Census Tract 19.02, Larimer County, Colorado",1.191684132,80690019022.0,8069001902.0-10.333-2.4689,,,,,,
NDAR_INV5HER88YM,COLORADO,Larimer,8069002501.0,"Census Tract 25.01, Larimer County, Colorado",32.61129153,80690025012.0,8069002501.0-6.667-0.1721,,,,,,
